team_name,matchday,odds_win,odds_draw,odds_lose,club_id
Hertha,16,2.29,3.25,3.29,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,16,2.24,3.44,3.25,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,16,1.2,7.2,13.63,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,16,3.29,3.25,2.29,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,16,3.25,3.44,2.24,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,16,3.51,3.6,2.06,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,16,13.63,7.2,1.2,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,16,6.1,4.47,1.52,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,17,1.82,3.77,4.32,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,17,1.6,4.15,5.55,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,17,5.55,4.15,1.6,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,17,3.06,3.49,2.31,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,17,1.51,4.2,6.87,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,17,4.32,3.77,1.82,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,17,2.43,3.47,2.87,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,17,1.21,7.08,12.19,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,17,12.19,7.08,1.21,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,17,2.87,3.47,2.43,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,17,2.31,3.49,3.06,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,17,3.11,3.75,2.19,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,17,2.19,3.75,3.11,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,17,2.79,3.25,2.62,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,17,6.87,4.2,1.51,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,17,1.86,3.83,4.03,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,17,4.03,3.83,1.86,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,17,2.62,3.25,2.79,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,18,2.51,3.71,2.64,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,18,3.26,3.74,2.11,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,18,3.47,3.4,2.15,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,18,1.82,3.61,4.48,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,18,1.41,4.81,7.57,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,18,4.5,3.78,1.78,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,18,1.78,3.78,4.5,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,18,1.18,7.92,13.48,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,18,3.61,3.38,2.11,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,18,2.64,3.71,2.51,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,18,2.15,3.4,3.47,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,18,2.07,3.63,3.47,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,18,2.11,3.74,3.26,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,18,4.48,3.61,1.82,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,18,2.11,3.38,3.61,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,18,3.47,3.63,2.07,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,18,7.57,4.81,1.41,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,18,13.48,7.92,1.18,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,19,1.68,4.11,4.84,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,19,2.24,3.38,3.28,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,19,1.95,3.54,3.98,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,19,10.22,7.03,1.24,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,19,1.93,3.6,4.0,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,19,3.39,3.21,2.27,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,19,1.79,3.82,4.4,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,19,1.24,7.03,10.22,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,19,10.8,6.34,1.26,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,19,4.13,3.74,1.85,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,19,4.4,3.82,1.79,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,19,4.0,3.6,1.93,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,19,1.26,6.34,10.8,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,19,2.27,3.21,3.39,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,19,3.28,3.38,2.24,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,19,1.85,3.74,4.13,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,19,4.84,4.11,1.68,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,19,3.98,3.54,1.95,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,20,3.6,3.78,1.99,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,20,1.47,4.5,6.78,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Hoffenheim,20,2.95,3.81,2.24,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,20,1.33,5.39,9.24,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Ein Frankfurt,20,2.24,3.81,2.95,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,20,1.38,5.57,7.09,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,20,4.58,3.58,1.82,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,20,5.15,4.27,1.61,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,20,7.09,5.57,1.38,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,20,1.99,3.78,3.6,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,20,1.61,4.27,5.15,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,20,6.78,4.5,1.47,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,20,2.28,3.37,3.21,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,20,1.82,3.58,4.58,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,20,3.21,3.37,2.28,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,20,9.24,5.39,1.33,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,21,2.25,3.55,3.09,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,21,2.8,3.48,2.48,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,21,2.87,3.3,2.51,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,21,6.07,4.71,1.49,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,21,1.26,5.97,11.32,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,21,15.56,8.3,1.16,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,21,1.48,4.47,6.53,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,21,1.16,8.3,15.56,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,21,11.32,5.97,1.26,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,21,2.51,3.3,2.87,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,21,3.09,3.55,2.25,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,21,1.45,4.68,6.7,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,21,1.49,4.71,6.07,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,21,6.53,4.47,1.48,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,21,1.78,3.63,4.7,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,21,2.48,3.48,2.8,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,21,6.7,4.68,1.45,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,21,4.7,3.63,1.78,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,22,2.08,3.59,3.44,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,22,1.66,3.96,5.12,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,22,3.39,3.63,2.09,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,22,2.09,3.63,3.39,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,22,1.68,3.96,5.0,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,22,5.27,3.81,1.68,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,22,3.95,4.3,1.78,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,22,1.78,4.3,3.95,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Freiburg,22,2.46,3.14,3.09,921bf337-4304-5c3d-8092-b404cdceff6c
Augsburg,22,5.2,3.94,1.66,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,22,5.0,3.96,1.68,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,22,1.66,3.94,5.2,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,22,1.32,5.5,9.24,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,22,3.44,3.59,2.08,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,22,3.09,3.14,2.46,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,22,1.68,3.81,5.27,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,22,5.12,3.96,1.66,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,22,9.24,5.5,1.32,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,23,1.5,4.57,6.2,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,23,5.12,4.19,1.63,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,23,4.43,3.76,1.8,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,23,3.01,3.38,2.37,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,23,1.63,4.19,5.12,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,23,14.26,6.83,1.2,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,23,1.8,3.76,4.43,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,23,1.18,7.57,14.09,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,23,3.49,3.54,2.08,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,23,4.37,3.61,1.84,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,23,4.65,3.93,1.73,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,23,1.84,3.61,4.37,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,23,1.2,6.83,14.26,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,23,14.09,7.57,1.18,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,23,2.37,3.38,3.01,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,23,1.73,3.93,4.65,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,23,2.08,3.54,3.49,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,23,6.2,4.57,1.5,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,24,3.79,3.79,1.93,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,24,2.61,3.48,2.65,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,24,2.62,3.1,2.91,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,24,2.94,3.48,2.38,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,24,1.67,3.98,5.04,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,24,3.96,3.38,2.0,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,24,1.93,3.79,3.79,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,24,1.65,4.38,4.69,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Freiburg,24,5.04,3.98,1.67,921bf337-4304-5c3d-8092-b404cdceff6c
Augsburg,24,3.98,3.47,1.97,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,24,1.97,3.47,3.98,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,24,2.65,3.48,2.61,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,24,4.69,4.38,1.65,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,24,2.91,3.1,2.62,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,24,2.0,3.38,3.96,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,24,2.38,3.48,2.94,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,24,2.11,3.54,3.47,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,24,3.47,3.54,2.11,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,25,2.46,3.72,2.68,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,25,1.86,3.73,4.19,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,25,10.28,6.41,1.26,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,25,2.68,3.72,2.46,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,25,1.81,3.79,4.28,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,25,8.18,4.98,1.38,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,25,4.28,3.79,1.81,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,25,1.26,6.41,10.28,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,25,4.19,3.73,1.86,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,25,2.72,3.32,2.64,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,25,6.15,4.58,1.5,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,25,1.38,4.98,8.18,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,25,1.5,4.58,6.15,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,25,4.17,3.35,1.96,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,25,1.96,3.35,4.17,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,25,1.35,5.02,9.39,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,25,2.64,3.32,2.72,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,25,9.39,5.02,1.35,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,26,10.48,6.95,1.23,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,26,1.46,4.6,6.85,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,26,4.29,3.61,1.85,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,26,1.92,3.71,3.88,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,26,1.37,4.95,8.83,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,26,8.83,4.95,1.37,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,26,1.86,3.72,4.09,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,26,1.23,6.95,10.48,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Freiburg,26,1.96,3.55,3.89,921bf337-4304-5c3d-8092-b404cdceff6c
Augsburg,26,3.89,3.55,1.96,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,26,3.5,3.51,2.08,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,26,2.08,3.51,3.5,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,26,1.43,4.8,6.99,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,26,6.99,4.8,1.43,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,26,4.09,3.72,1.86,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,26,1.85,3.61,4.29,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,26,3.88,3.71,1.92,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,26,6.85,4.6,1.46,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,27,1.94,3.61,3.88,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,27,1.81,3.92,4.16,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,27,3.88,3.61,1.94,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,27,1.97,3.72,3.66,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,27,2.78,3.68,2.41,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,27,4.62,3.64,1.8,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,27,4.2,3.99,1.79,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,27,2.41,3.68,2.78,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,27,3.66,3.72,1.97,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,27,4.16,3.92,1.81,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,27,2.93,3.22,2.51,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,27,1.23,6.48,12.45,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,27,1.79,3.99,4.2,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,27,6.25,4.2,1.53,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,27,2.51,3.22,2.93,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,27,1.53,4.2,6.25,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,27,1.8,3.64,4.62,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,27,12.45,6.48,1.23,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,28,3.9,4.0,1.86,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,28,2.26,3.5,3.15,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,28,7.52,4.79,1.42,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,28,2.87,3.57,2.38,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,28,1.42,4.79,7.52,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,28,2.94,3.2,2.55,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,28,2.41,3.43,2.94,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,28,1.47,4.68,6.49,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Freiburg,28,2.55,3.2,2.94,921bf337-4304-5c3d-8092-b404cdceff6c
Augsburg,28,2.29,3.34,3.22,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,28,3.15,3.5,2.26,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,28,2.38,3.57,2.87,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,28,1.86,4.0,3.9,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,28,3.03,3.26,2.44,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,28,6.49,4.68,1.47,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,28,2.94,3.43,2.41,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,28,2.44,3.26,3.03,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,28,3.22,3.34,2.29,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,29,3.15,3.4,2.3,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,29,2.54,3.71,2.61,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,29,7.65,5.05,1.39,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,29,7.77,5.03,1.4,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,29,1.4,5.03,7.77,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,29,2.98,3.21,2.49,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,29,2.61,3.71,2.54,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,29,1.9,3.88,3.8,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,29,2.49,3.21,2.98,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,29,1.69,3.94,4.94,921bf337-4304-5c3d-8092-b404cdceff6c
Leverkusen,29,1.64,3.91,5.55,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,29,1.39,5.05,7.65,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,29,5.55,3.91,1.64,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,29,2.3,3.4,3.15,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,29,3.8,3.88,1.9,d9470353-f1e4-5c01-a882-c69422a604b6
Schalke 04,29,4.94,3.94,1.69,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,30,3.36,3.78,2.06,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,30,2.21,3.69,3.08,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,30,3.09,3.29,2.38,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,30,3.08,3.69,2.21,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,30,1.42,4.75,7.68,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,30,1.75,3.65,5.0,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,30,1.44,4.86,7.0,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,30,1.45,4.96,6.48,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,30,7.0,4.86,1.44,921bf337-4304-5c3d-8092-b404cdceff6c
Leverkusen,30,6.48,4.96,1.45,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,30,1.54,4.42,5.95,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,30,7.68,4.75,1.42,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,30,5.95,4.42,1.54,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,30,2.06,3.78,3.36,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,30,2.38,3.29,3.09,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,30,5.0,3.65,1.75,fd8cfc66-dd84-575a-af56-a5d987ca63e4
Stuttgart,31,7.52,5.14,1.39,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,31,1.62,3.87,5.88,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,31,4.24,3.48,1.91,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,31,2.5,3.51,2.76,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,31,1.39,5.14,7.52,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,31,5.88,3.87,1.62,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,31,2.92,3.76,2.28,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,31,1.32,5.81,8.74,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,31,2.91,3.26,2.54,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,31,2.76,3.51,2.5,921bf337-4304-5c3d-8092-b404cdceff6c
Leverkusen,31,2.28,3.76,2.92,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,31,2.12,3.93,3.12,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,31,2.54,3.26,2.91,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,31,1.91,3.48,4.24,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,31,3.12,3.93,2.12,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,31,8.74,5.81,1.32,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Stuttgart,32,2.24,3.46,3.25,45bfb2cb-63e8-583a-b80f-0e0ab042076c
M'gladbach,32,7.64,5.48,1.37,4b2b1b8b-a72c-5732-b3b0-fb9ef6459716
Werder Bremen,32,4.32,3.8,1.81,4f9c979f-4120-5d67-b1fa-b0e90aeeaba8
Hoffenheim,32,1.22,6.72,12.63,57a1fdd6-7909-5651-bab2-8f7a70219d06
RB Leipzig,32,3.18,3.68,2.19,5df62268-f904-5f9b-8de4-1eb87d07d4e2
Bielefeld,32,4.09,3.66,1.89,73ee6a0e-0e72-5993-b428-dab897667a53
Ein Frankfurt,32,1.83,4.06,3.96,7cdf1033-912b-5fcf-a1bb-2dfe0cc7aa4e
Bayern Munich,32,1.37,5.48,7.64,8cbdc111-c8f5-562f-bd1e-3c2ad3c5009b
Augsburg,32,3.25,3.46,2.24,921bf337-4304-5c3d-8092-b404cdceff6c
Freiburg,32,3.49,3.69,2.05,921bf337-4304-5c3d-8092-b404cdceff6c
Hertha,32,1.89,3.66,4.09,aaa94999-1b29-5f1e-89e8-1a6441933f80
Leverkusen,32,1.81,3.8,4.32,abee2e16-c361-5d60-93ac-437af3739580
Dortmund,32,2.19,3.68,3.18,ba18834e-16b3-544b-9976-ac5b86b7bd4b
FC Koln,32,2.05,3.69,3.49,cf742159-06c0-554e-8479-a1a5700445bb
Union Berlin,32,4.64,3.75,1.78,d80f9ee5-1188-5302-a790-e61352fc45d4
Wolfsburg,32,1.78,3.75,4.64,d9470353-f1e4-5c01-a882-c69422a604b6
Mainz,32,3.96,4.06,1.83,e6c49a1f-35e4-5c77-b845-c71eb4dea7ce
Schalke 04,32,12.63,6.72,1.22,fd8cfc66-dd84-575a-af56-a5d987ca63e4
